code,status,name,latitude,longitude,altitude,installation_height,timezone
TA00136,1,"Notre Dame Seminary/SHS, Navrongo",10.883374,-1.071105,187.0,2.0,Africa/Accra
TA00137,1,Anum Presby SHS,6.499433,0.148033,334.3,2.0,Africa/Accra
TA00138,1,Lycee Pole Fort Dauphin,-25.028733,46.976335,24.0,2.0,Africa/Nairobi
TA00140,1,Torongo Girls High School,0.1254519,35.6042823,2557.6,2.0,Africa/Nairobi
TA00141,1,Sacho High School,0.388119,35.786769,2102.8,2.3,Africa/Nairobi
TA00144,1,Université d' Abomey-Calavi,6.41705,2.339947,17.0,2.0,Africa/Lagos
TA00147,1,Kisoko Girls Secondary School,0.449274,34.282303,1226.7,2.0,Africa/Nairobi
TA00148,1,CEG 1 Tanguieta,10.627189,1.270305,238.0,2.0,Africa/Lagos
TA00149,1,SOS Village Natitingou,10.258933,1.379808,387.0,2.0,Africa/Lagos
TA00150,1,CEG 1 Glazoue,7.97439259,2.235347415,197.4,2.0,Africa/Lagos
TA00151,1,CEG1 Tchatchau,9.127735,2.557755,182.1,2.0,Africa/Lagos
TA00153,1,CEG 1 Allada,6.668836,2.142742,103.0,2.0,Africa/Lagos
TA00154,1,Bangalala,-4.231107195,37.84780387,881.8,2.0,Africa/Nairobi
TA00155,1,Namanga Mixed Secondary School,-2.523037,36.829437,1311.7,2.0,Africa/Nairobi
TA00156,1,Ikanga Boys High School,-1.701123,38.068339,871.6,2.0,Africa/Nairobi
TA00157,1,South Eastern Kenya University - Mtitu Adei Campus,-2.656672,38.107237,854.0,2.0,Africa/Nairobi
TA00158,1,Muthale Girls Secondary School,-1.184988,38.001424,1369.0,2.0,Africa/Nairobi
TA00159,1,Dabane,-21.350205,28.485967,862.4,2.0,Africa/Maputo
TA00160,1,Station Somgande Meteo,12.39937858,-1.501783025,291.1,2.0,Africa/Abidjan
TA00161,1,Boromo,11.74447183,-2.929343615,271.7,2.0,Africa/Abidjan
TA00162,1,Farakobo,11.094267,-4.332041,419.0,2.0,Africa/Abidjan
TA00163,1,Dedougou,12.463832,-3.481315,300.0,2.0,Africa/Abidjan
TA00164,1,Ouahigouya,13.565589,-2.41653,343.0,2.0,Africa/Abidjan
TA00166,1,Chuka University,-0.319508,37.659139,1404.0,2.0,Africa/Nairobi
TA00168,1,Fada,12.045334,0.36455,314.9,2.0,Africa/Abidjan
TA00169,1,Bogande,12.97898766,-0.16066585,299.3,2.0,Africa/Abidjan
TA00170,1,Gaoua,10.38555,-3.166258,289.0,2.0,Africa/Abidjan
TA00171,1,Maseno University,-0.00271,34.596908,1532.0,2.0,Africa/Nairobi
TA00172,1,Isiolo Meteorological Service,0.353931,37.58774,1110.0,2.0,Africa/Nairobi
TA00173,1,Longisa High School,-0.854722,35.39565,2020.0,2.0,Africa/Nairobi
TA00174,1,Oldonyiru Secondary School,0.629807395,36.98800639,1535.7,2.0,Africa/Nairobi
TA00176,1,Antsiradava,-17.51506,48.60748,878.0,2.0,Africa/Nairobi
TA00178,1,Hilario Secondary School,0.913966,34.953711,1795.3,2.0,Africa/Nairobi
TA00179,1,Braamfontein,-26.19511,28.03133,1743.0,2.0,Africa/Johannesburg
TA00180,1,Shasha,-1.614722,29.006389,1559.0,1.0,Africa/Maputo
TA00181,1,Konongo Odumasi SHS,6.614708,-1.227244,248.8,2.0,Africa/Accra
TA00182,1,RCMRD,-1.22151,36.89292,1616.0,2.4,Africa/Nairobi
TA00183,1,Olderkesi Secondary School,-1.71137,35.56528,1952.0,2.0,Africa/Nairobi
TA00184,1,Irbaan Primary,-1.46418,35.28793,1605.0,2.0,Africa/Nairobi
TA00185,1,Mararianda Primary,-1.20328,35.06718,1660.0,2.0,Africa/Nairobi
TA00186,1,Kyuso DC Office,-0.54978,38.2128,877.2,2.0,Africa/Nairobi
TA00187,1,Tseikuru Agricultural offices,-0.313821068,38.21996012,607.5,2.0,Africa/Nairobi
TA00189,1,Machaga,-0.79526,37.66593,1084.8,2.0,Africa/Nairobi
TA00190,1,University of Embu,-0.516626848,37.45622204,1473.6,2.0,Africa/Nairobi
TA00192,1,Hunters Hill Firestation,-26.064506,27.953292,1545.6,2.0,Africa/Johannesburg
TA00194,1,ChefeDonsa,8.954820045,39.1011329,2443.7,2.0,Africa/Nairobi
TA00195,1,Mekelle University (MU),13.4818658,39.4891605,2217.0,2.0,Africa/Nairobi
TA00196,1,Baricho High school,-0.551327005,37.22790692,1432.7,2.0,Africa/Nairobi
TA00197,1,"Lycee Assahoun, Assahoun",6.4610207,0.9070906,123.1,2.0,Africa/Abidjan
TA00198,1,"CEG Aflao Sagbado, Lome",6.196705,1.132874,40.0,2.0,Africa/Abidjan
TA00199,1,"Lycée Adétikopé, Lomé",6.3259342,1.2349444,56.7,2.0,Africa/Abidjan
TA00201,1,"Lycéé de Zébévi, Aneho",6.25842585,1.609626518,18.5,2.0,Africa/Abidjan
TA00203,1,EPP Igboloudja,8.055463,1.564147,268.0,2.0,Africa/Abidjan
TA00205,1,Bukalasa Agric College,0.7125264,32.5124314,1172.4,2.0,Africa/Nairobi
TA00206,1,Ntusi Hydromet,0.0481512,31.2159369,1306.0,2.0,Africa/Nairobi
TA00207,1,Mubende Hydromet,0.56302,31.39055,1319.0,2.0,Africa/Nairobi
TA00208,1,Kyenjojo Hydromet,0.61717,30.63842,1375.0,2.0,Africa/Nairobi
TA00209,1,Kyembogo Agromet,0.69355,30.33222,1528.0,2.0,Africa/Nairobi
TA00210,1,Kasese Synoptic,0.18919,30.10059,969.1,2.0,Africa/Nairobi
TA00211,1,Kabale Synoptic,-1.25418303,29.99194983,1870.3,2.0,Africa/Nairobi
TA00212,1,Mbarara Synoptic,-0.60528,30.67316,1425.0,2.0,Africa/Nairobi
TA00213,1,Kalangala HQ,-0.322027868,32.29133242,1259.9,2.0,Africa/Nairobi
TA00214,1,Bukasa Secondary School,-0.45427,32.49455,1197.0,2.0,Africa/Nairobi
TA00215,1,Entebbe Airport Met,0.052465,32.44069,1158.8,2.0,Africa/Nairobi
TA00216,1,Makerere Synoptic,0.333542,32.56863,1238.9,2.0,Africa/Nairobi
TA00217,1,Buvuma Island HQ,0.19692,33.27136,1187.0,2.0,Africa/Nairobi
TA00218,1,Kabulasoke Core PTC,0.15583,31.81268,1211.3,2.0,Africa/Nairobi
TA00219,1,Butambala HQ,0.18395,32.13239,1223.0,2.0,Africa/Nairobi
TA00220,1,Kalongo Seed School,1.20684,32.73557,1047.0,2.0,Africa/Nairobi
TA00221,1,Nakaseke District HQ,0.82875,32.24802,1090.0,2.0,Africa/Nairobi
TA00222,1,Ngoma Secondary School,1.18624,32.02033,1069.0,2.0,Africa/Nairobi
TA00223,1,Arua Airfield,3.04679,30.9135,1202.0,2.0,Africa/Nairobi
TA00224,1,Bugema University,0.5715,32.64165,1167.94,2.0,Africa/Nairobi
TA00225,1,Busoga College Mwiri,0.499446,33.2634,1354.624,2.0,Africa/Nairobi
TA00226,1,Iganga Girls Secondary School,0.58487,33.4567,1148.0,2.0,Africa/Nairobi
TA00227,1,Jinja Airfield,0.45047,33.19557,1183.6,2.0,Africa/Nairobi
TA00228,1,Koboko HQ,3.40472,30.9596,1248.8,2.0,Africa/Nairobi
TA00229,1,Nakabale High School,0.751695885,33.26808214,1128.7,2.0,Africa/Nairobi
TA00230,1,Soroti Met,1.72469,33.622,1123.0,2.0,Africa/Nairobi
TA00231,1,Tororo UNMA HQ,0.6978,34.17151,1177.0,2.0,Africa/Nairobi
TA00232,1,Wadelai Met,2.72595,31.39115,647.5,2.0,Africa/Nairobi
TA00233,1,Yumbe HQ,3.4535,31.25125,970.0,2.0,Africa/Nairobi
TA00234,1,Lira Met,2.29519,32.92137,1096.0,2.0,Africa/Nairobi
TA00236,1,EPC Ountivou,7.355621,1.562378,178.0,2.0,Africa/Abidjan
TA00237,1,Lycée de Kougnohou,7.64895,0.793964,627.6,2.0,Africa/Abidjan
TA00239,1,EPP Amou-Oblo Groupe D,7.381808,0.863968,329.0,2.0,Africa/Abidjan
TA00240,1,Geregera,11.740102,38.757016,2870.2,2.0,Africa/Nairobi
TA00241,1,"Okuapeman SHS, Akropong Akuapem",5.959454,-0.094528,467.1,2.0,Africa/Accra
TA00242,1,Jabulani,-26.248042,27.854528,1656.7,2.0,Africa/Johannesburg
TA00243,1,Alexandra-London Road park,-26.108517,28.112614,1524.0,2.0,Africa/Johannesburg
TA00244,1,Midrand Fire Station,-25.990019,28.121211,1554.8,2.0,Africa/Johannesburg
TA00245,1,EPP Katchaladè,9.300681,1.234773,731.0,2.0,Africa/Abidjan
TA00246,1,CEG Bafilo-Ville,9.356642,1.24059,515.0,2.0,Africa/Abidjan
TA00247,1,Maralal Samburu Met Offices,1.098354053,36.71402261,1954.3,2.0,Africa/Nairobi
TA00248,1,"Osudoku SHTS, Asutsuare",6.075671,0.196261,33.6,2.0,Africa/Accra
TA00249,1,"St. Peter's R/C JHS/ St. John's R/C JHS, Tuna",9.49417378,-2.424785828,304.4,2.0,Africa/Accra
TA00250,1,Kangi,-0.77894,37.676738,1068.0,2.0,Africa/Nairobi
TA00251,1,"Daffiama SHS, Daffiama",10.424955,-2.55448,322.8,2.0,Africa/Accra
TA00252,1,"Boise Schools, Idaho",43.6005912,-116.1971996,857.373,2.0,America/New_York
TA00253,1,"Han SHS, Han",10.67039163,-2.46478432,308.4,2.0,Africa/Accra
TA00254,1,"Bongo SHS, Bongo",10.91321139,-0.810161018,212.8,2.0,Africa/Accra
TA00255,1,EPP Kpassoua,9.058659,1.294557,439.0,2.0,Africa/Abidjan
TA00256,1,EPP Sotouboua Marché,8.565622,0.98269,381.0,2.0,Africa/Abidjan
TA00257,1,GEG Blitta-Gare,8.326503,0.986902,316.0,2.0,Africa/Abidjan
TA00259,1,"Kpandai SHS, Kpandai",8.476085137,-0.028542388,196.3,2.0,Africa/Accra
TA00260,1,"Bimbilla SHS, Bimbilla",8.862776543,0.052038648,224.6,2.0,Africa/Accra
TA00261,1,Marafa Boys High School,-3.032143,39.958802,93.0,2.0,Africa/Nairobi
TA00262,1,"Atebubu SHS, Atebubu",7.740292,-0.971681,147.0,2.0,Africa/Accra
TA00264,1,"Gbewaa College of Education, Pusiga",11.06886,-0.11478,251.7,2.0,Africa/Accra
TA00265,1,"Prang SHS, Prang",7.996203,-0.882102,115.0,2.0,Africa/Accra
TA00266,1,"Kajaji SHS, Kajaji",7.781986,-0.212638,130.0,2.0,Africa/Accra
TA00267,1,"St. Monica's SHS, Mampong",7.044865,-1.404366,448.0,2.0,Africa/Accra
TA00268,1,"Nafana Presby SHS, Sampa",7.945427,-2.692886,345.0,2.0,Africa/Accra
TA00269,1,Ardhi university,-6.765744,39.207904,92.0,2.0,Africa/Nairobi
TA00270,1,Kinyereri primary school,-6.84239,39.15676,96.0,2.0,Africa/Nairobi
TA00271,1,Visegese,-6.87985,39.02493,174.0,2.0,Africa/Nairobi
TA00272,1,Pugu station secondary school,-6.890039,39.117927,134.3,2.0,Africa/Nairobi
TA00274,1,Moi University,0.289569,35.294804,2220.0,2.0,Africa/Nairobi
TA00275,1,"Goka SHTS, Goka",7.757960715,-2.649063813,311.8,2.0,Africa/Accra
TA00276,1,"Bibiani SHTS, Bibiani",6.463162,-2.304236,212.0,2.0,Africa/Accra
TA00277,1,Mankranso SHS,6.824615,-1.868251,240.9,2.0,Africa/Accra
TA00278,1,Sunyani Airport,7.359125,-2.32987,314.0,2.0,Africa/Accra
TA00279,1,Kumasi Airport,6.716982,-1.591686,301.0,2.0,Africa/Accra
TA00280,1,"Nkawkaw SHS, Nkawkaw",6.537919,-0.759105,255.5,2.0,Africa/Accra
TA00281,1,Marich Education Center,1.537231013,35.45692138,933.3,2.7,Africa/Nairobi
TA00282,1,"Awudome SHS, Tsito",6.529189,0.280451,152.6,2.0,Africa/Accra
TA00283,1,Dedan Kimathi University of Technology,-0.403891,36.965727,1747.6,2.0,Africa/Nairobi
TA00284,1,CEG1 Tangbo-Djevie,6.595477,2.266808,79.0,2.0,Africa/Lagos
TA00285,1,CEG1 Houeyogbe,6.565694,1.85964,74.0,2.0,Africa/Lagos
TA00286,1,CEG1 Lalo,6.93764,1.889723,132.0,2.0,Africa/Lagos
TA00288,1,Kibisi Secondary School,0.697736385,34.86513736,1672.4,2.0,Africa/Nairobi
TA00292,1,EPP Banikoara Groupe B,11.29562,2.432351,314.0,2.0,Africa/Lagos
TA00293,1,EPP Centre Karimama,12.074974,3.179812,174.0,2.0,Africa/Lagos
TA00294,1,CEG 1 Ouesse,8.493819,2.417447,231.0,2.0,Africa/Lagos
TA00300,1,CEG Izati,8.335861,1.360775,315.6,2.0,Africa/Abidjan
TA00301,1,"St. Paul's SHS, Denu",6.124187,1.126036,21.0,2.0,Africa/Accra
TA00302,1,"Ghana SHS, Koforidua",6.107885,-0.26421,198.0,2.0,Africa/Accra
TA00303,1,"Asamankese SHS, Asamankese",5.873005,-0.675283,177.0,2.0,Africa/Accra
TA00304,1,"St. Rose's SHS, Akwatia",6.038323,-0.815216,159.7,2.0,Africa/Accra
TA00305,1,Melfa,13.65024683,39.12604397,2583.2,2.0,Africa/Nairobi
TA00308,1,"Oda SHS, Akim Oda",5.968523,-0.994048,136.1,2.0,Africa/Accra
TA00309,1,"Kwanyako SHS, Agona Kwanyako",5.603772,-0.635371,58.7,2.0,Africa/Accra
TA00310,1,University of Cape Coast,5.116553,-1.289021,15.0,2.0,Africa/Accra
TA00312,1,"Abono JHS, Lake Bosomtwi",6.536621,-1.432402,121.9,2.0,Africa/Accra
TA00313,1,Safisana,5.6836,-0.049468,12.0,2.0,Africa/Accra
TA00314,1,"Premium Vegetables, Konkonuru-Ketase",5.815483,-0.194442,314.0,2.0,Africa/Accra
TA00315,1,Ecole Nationale Supérieure d'Agriculture (ENSA),14.764167,-16.890556,64.7,2.0,Africa/Abidjan
TA00316,1,Konya secondary school,0.289862,34.371222,1263.8,2.0,Africa/Nairobi
TA00317,1,Ng'iya primary school,0.04044,34.371716,1432.0,2.0,Africa/Nairobi
TA00319,1,"Perseverance Int. School, Nsawam",5.797283,-0.346325,62.0,2.0,Africa/Accra
TA00321,1,MUST (Malawi University of Science & Technology),-15.90342949,35.21617081,827.9,2.0,Africa/Maputo
TA00322,1,Lisungwi EPA,-15.447727,34.85131,422.0,2.0,Africa/Maputo
TA00323,1,Kunthembwe EPA,-15.670962,34.870056,713.0,2.0,Africa/Maputo
TA00325,1,Namikasi sec school,-15.488575,34.970907,542.0,2.0,Africa/Maputo
TA00326,1,Gitega,-1.9562,30.05773,1522.47,1.5,Africa/Maputo
TA00327,1,Bangula,-16.5839486,35.1032945,63.0,2.0,Africa/Maputo
TA00328,1,Madina Diassa,10.822359,-7.7394,367.0,2.0,Africa/Abidjan
TA00329,1,Thuchila Agriculture,-15.916054,35.356093,695.0,2.0,Africa/Maputo
TA00331,1,Ndirande Secondary School,-15.7639177,35.0438039,1139.632,2.0,Africa/Maputo
TA00332,1,Milepa Agriculture,-15.689893,35.320676,790.3,2.0,Africa/Maputo
TA00333,1,Dogo,11.891441,-7.337038,381.0,2.0,Africa/Abidjan
TA00334,1,Institut de Formation Professionnelle Malick Sidibe LTAK,12.415836,-5.441847,367.0,2.0,Africa/Abidjan
TA00335,1,Kignan,11.85276,-6.018243,353.0,2.0,Africa/Abidjan
TA00336,1,Lycée Dedier De Montclos Sikasso,11.324207,-5.676385,396.0,2.0,Africa/Abidjan
TA00337,1,Manankoro,10.461182,-7.449116,368.0,2.0,Africa/Abidjan
TA00338,1,Kalana,10.78883,-8.195493,391.0,2.0,Africa/Abidjan
TA00339,1,CEG Koudjoaré,10.937993,0.638356,203.5,2.0,Africa/Abidjan
TA00341,1,CEG Masédéna,9.948090398,1.283022018,343.4,2.0,Africa/Abidjan
TA00342,1,CEG1 Bemberke,10.221683,2.669973,403.0,2.0,Africa/Lagos
TA00343,1,Seguela,13.25463414,-6.994592348,296.9,2.0,Africa/Abidjan
TA00344,1,Gouendo,12.79819407,-6.322762263,286.8,2.0,Africa/Abidjan
TA00345,1,Koula,13.238495,-4.279211,375.3,2.0,Africa/Abidjan
TA00346,1,Ecole Privee Agropastorale Fatoumata Tienta,13.696194,-6.058808,284.0,2.0,Africa/Abidjan
TA00347,1,Segou,13.438085,-6.273857,288.0,2.0,Africa/Abidjan
TA00348,1,Cinzana Gate,13.252222,-5.957291,281.0,2.0,Africa/Abidjan
TA00349,1,Lycee De Mopti,14.49461,-4.188941,271.0,2.0,Africa/Abidjan
TA00350,1,Sotuba-CRRA,12.657203,-7.921099,320.0,2.0,Africa/Abidjan
TA00351,1,Chilipa Agriculture,-14.71191,34.9765,769.0,2.0,Africa/Maputo
TA00353,1,Linthipe Agriculture,-14.166357,34.115317,1181.0,2.0,Africa/Maputo
TA00354,1,Talent High School,3.192774,35.675449,498.0,2.0,Africa/Nairobi
TA00355,1,Moi High School Kalokol,3.498068995,35.84389674,386.8,2.0,Africa/Nairobi
TA00356,1,Loima Boys High School,2.856836,35.080275,721.1,2.0,Africa/Nairobi
TA00358,1,Eldas Girls School,2.494205,39.582155,416.0,2.0,Africa/Nairobi
TA00359,1,Habasweni DC Offices,1.015292,39.495223,214.1,2.0,Africa/Nairobi
TA00360,1,KMD Kitui,-1.379502,38.003494,1126.1,2.0,Africa/Nairobi
TA00361,1,Mwazisi,-10.948273,33.579343,1255.0,2.0,Africa/Maputo
TA00362,1,Dwambazi Agriculture,-12.244702,33.996286,485.0,2.0,Africa/Maputo
TA00363,1,Songwe Water Board,-9.5936263,33.773147,564.0,2.0,Africa/Maputo
TA00364,1,Mali-Meteo,12.55422,-7.96813,378.0,2.0,Africa/Abidjan
TA00365,1,Katibougou,12.920423,-7.5319189,308.0,2.0,Africa/Abidjan
TA00366,1,Selingue-Meteo,11.645452,-8.208413,361.5,2.0,Africa/Abidjan
TA00367,1,Mpherembe Agriculture,-11.286344,33.604265,1189.2,2.0,Africa/Maputo
TA00368,1,Lunyangwa Research Station,-11.425561,34.0460809,1353.0,2.0,Africa/Maputo
TA00369,1,Euthini Agriculture,-11.4542682,33.4266215,1173.0,2.0,Africa/Maputo
TA00370,1,Bamako-Ville,12.635845,-8.0225964,332.0,2.0,Africa/Abidjan
TA00372,1,Rietfontein,-26.336072,27.884944,1561.0,2.0,Africa/Johannesburg
TA00374,1,Jooust,-0.09321,34.260355,1270.0,2.0,Africa/Nairobi
TA00375,1,Kamuzu Academy,-13.032491,33.685373,1170.7,2.0,Africa/Maputo
TA00377,1,Dol Dol Secondary School,0.40379498,37.16207014,1865.3,2.0,Africa/Nairobi
TA00379,1,Lariak Secondary School,0.402296,36.37726,2031.0,2.0,Africa/Nairobi
TA00380,1,Massigui,11.860938,-6.776466,343.0,2.0,Africa/Abidjan
TA00382,1,Narena,12.226193,-8.633027,390.0,2.0,Africa/Abidjan
TA00383,1,Lycée de Cinkassé,11.092596,0.039696,298.0,2.0,Africa/Abidjan
TA00384,1,CEG Kpangalam,9.019067,1.140606,433.0,2.0,Africa/Abidjan
TA00385,1,CEG Fazao,8.697217,0.782768,500.0,2.0,Africa/Abidjan
TA00386,1,Merti muslim primary,1.0675364,38.6692209,297.1,2.0,Africa/Nairobi
TA00387,1,Kanga High school,-0.810491,34.589472,1450.0,2.0,Africa/Nairobi
TA00388,1,St.Clare Gekendo High School,-0.504844,34.973857,1680.0,2.0,Africa/Nairobi
TA00389,1,Mwongori Nyamira Count,-0.6903275,35.036889,2044.0,2.0,Africa/Nairobi
TA00390,1,Lifuwu Research,-13.673076,34.585986,480.0,2.0,Africa/Maputo
TA00391,1,Agri Impact,5.760172,-0.231223,355.0,2.0,Africa/Accra
TA00392,1,"Wenchi Methodist SHS, Wenchi",7.755588,-2.101559,322.0,2.0,Africa/Accra
TA00393,1,"Kumasi SHS, Kumasi",6.660956,-1.581071,272.0,2.0,Africa/Accra
TA00395,1,Nyundo IDP Model Village,-1.7063998,29.6348028,1434.568,2.0,Africa/Maputo
TA00396,1,Bugulumiza,-2.324457,28.740818,2414.3,2.0,Africa/Maputo
TA00397,1,Geo_Abu_Zaria,11.14010885,7.656400513,664.5,2.0,Africa/Lagos
TA00398,1,IAR_Zaria,11.1824797,7.6161899,691.0,2.0,Africa/Lagos
TA00399,1,Busogo/UR-CAVM,-1.554319,29.550685,2203.0,2.0,Africa/Maputo
TA00404,1,Sirakoro,12.682719,-9.226649,367.2,2.0,Africa/Abidjan
TA00405,1,Fari,12.163199,-10.6661021,449.108,2.0,Africa/Abidjan
TA00406,1,Dialafara,13.46377179,-11.37987307,129.3,2.0,Africa/Abidjan
TA00407,1,Lycee Dougoukol Konare,14.43941,-11.449241,48.0,2.0,Africa/Abidjan
TA00408,1,Medine,14.37451,-11.364839,44.0,2.0,Africa/Abidjan
TA00409,1,Oussoubidiagna,14.25097586,-10.46308356,262.5,2.0,Africa/Abidjan
TA00410,1,yangambi,0.820137263,24.45626304,463.9,2.1,Africa/Maputo
TA00413,1,Kibabii University,0.620245,34.520891,1509.0,2.0,Africa/Nairobi
TA00414,1,Murungaru Secondary School,-0.586642,36.493098,2432.0,2.0,Africa/Nairobi
TA00416,1,Magomano Secondary School,-0.606799,36.581097,2488.0,2.0,Africa/Nairobi
TA00429,1,Apakope Kayove,-1.880791,29.349364,1987.0,2.0,Africa/Maputo
TA00430,1,College de Rushaki,-1.45486,30.09317,1831.0,2.0,Africa/Maputo
TA00431,1,Kitabi College,-2.527662,29.416647,2386.0,2.0,Africa/Maputo
TA00432,1,College St Bernard Kansi,-2.702845,29.748325,1665.2,2.0,Africa/Maputo
TA00433,1,IPRC Musanze,-1.562438943,29.63647548,1638.7,2.0,Africa/Maputo
TA00435,1,Ecose Musambira,-2.0344625,29.8457139,1749.346,2.0,Africa/Maputo
TA00436,1,ES Nyange,-2.062002368,29.59180525,1785.6,2.0,Africa/Maputo
TA00437,1,ES Mibilizi A,-2.570952,28.954602,1838.0,2.0,Africa/Maputo
TA00438,1,GS Marie Reine Rwanza,-1.54827,29.68943,1867.83,2.0,Africa/Maputo
TA00439,1,GS St Pierre Nkombo,-2.405129,28.900336,1555.0,2.0,Africa/Maputo
TA00440,1,St Charles Ichuni High School,-0.7895827,34.9454152,2144.7,2.0,Africa/Nairobi
TA00441,1,Cardinal Otunga Musocho High School,-0.599323,34.744223,1537.5,2.0,Africa/Nairobi
TA00442,1,St Johns Nyamagwa,-0.791772,34.804728,1811.5,2.0,Africa/Nairobi
TA00444,1,"Ngao Girl""s",-2.4154294,40.2005256,20.5,2.0,Africa/Nairobi
TA00445,1,Koome Island HQ,-0.080571,32.733322,1158.0,2.0,Africa/Nairobi
TA00446,1,Bulindi Zardi,1.498891,31.497535,1148.0,2.0,Africa/Nairobi
TA00447,1,DGMN-Lomé,6.174685,1.253262,36.0,2.0,Africa/Abidjan
TA00448,1,Kaewa Secondary School,-0.932588,37.677271,1133.0,2.0,Africa/Nairobi
TA00451,1,Petit Seminaire St Dominique Savio - Rwesero,-1.8023773,30.1791171,1452.0,2.0,Africa/Maputo
TA00453,1,NDMA-Tana River Hola,-1.494702,40.029839,60.8,2.0,Africa/Nairobi
TA00454,1,CEG Bassar-Ville,9.260763,0.771597,325.0,2.0,Africa/Abidjan
TA00457,1,"Env. Sc - Dutse, Jigawa",11.708374,9.365427,441.0,2.0,Africa/Lagos
TA00458,1,"Geog - Buk, Kano",11.975591,8.4274552,463.0,2.0,Africa/Lagos
TA00459,1,"Geog - IBBU, Lapai, Niger",9.066148,6.56908,198.0,2.0,Africa/Lagos
TA00460,1,"Geog - UDUS, Sokoto",13.127304,5.214523,274.0,2.0,Africa/Lagos
TA00461,1,"Phy - FU, Lafia",8.474534,8.556301,175.0,2.0,Africa/Lagos
TA00462,1,CEG Vohitsaoka,-22.03939,46.721629,824.0,2.5,Africa/Nairobi
TA00464,1,Abrha we Atsbha,13.834444,39.514444,1957.0,2.0,Africa/Nairobi
TA00466,1,Universite de Lome,6.173716,1.214987,25.6,2.0,Africa/Abidjan
TA00467,1,Lycée de Mandouri,10.858742,0.793002,145.0,2.0,Africa/Abidjan
TA00468,1,Dengolo,13.798653,39.589136,2002.0,2.0,Africa/Nairobi
TA00470,1,Orange Farm,-26.483036,27.867692,1575.0,2.0,Africa/Johannesburg
TA00471,1,Ikongo Lycee,-21.878167,47.432248,264.0,2.0,Africa/Nairobi
TA00473,1,Taita Mauche Secondary school,-0.512371,35.956813,2580.0,2.0,Africa/Nairobi
TA00480,1,Seku Main Campus,-1.376151882,37.79764575,1078.2,2.0,Africa/Nairobi
TA00482,1,Masindi District HQ,1.68575,31.71826,1151.7,2.0,Africa/Nairobi
TA00483,1,Lycee de Soudou,9.359284,1.34427,464.0,2.0,Africa/Abidjan
TA00484,1,Lycee de Togoville,6.239538,1.476181,27.0,2.0,Africa/Abidjan
TA00485,1,Lycee D'Agbelouve,6.686288,1.166405,127.0,2.0,Africa/Abidjan
TA00486,1,"Cut Farm, Free State",-28.948622,26.036265,1293.0,2.3,Africa/Johannesburg
TA00493,1,Kisarawe Boma,-6.910844767,39.07559729,269.5,2.0,Africa/Nairobi
TA00494,1,Macedonia Nursery and Primary School,-6.83386,39.167475,113.0,2.0,Africa/Nairobi
TA00495,1,Tazara,-6.846582,39.246106,31.0,2.0,Africa/Nairobi
TA00508,1,Solar Works Headquarter,-25.933895,32.502935,26.0,7.36,Africa/Maputo
TA00509,1,Solar Works Manhica,-25.405518,32.804618,38.0,5.91,Africa/Maputo
TA00510,1,Kitgum Met,3.28747,32.88681,943.0,2.0,Africa/Nairobi
TA00511,1,Gulu Core PTC,2.789625,32.346513,1114.3,2.0,Africa/Nairobi
TA00512,1,Aii-vu,3.159782,31.010976,1092.0,2.0,Africa/Nairobi
TA00514,1,Lusaka City Airport ,-15.416685,28.320692,1278.0,2.0,Africa/Maputo
TA00518,1,Maroseranana,-18.540968,48.83878,292.0,2.2,Africa/Nairobi
TA00519,1,Solar Works Maxixe,-23.866289,35.346881,4.2,9.5,Africa/Maputo
TA00520,1,Solar Works Massinga,-23.328399,35.38092,109.0,10.25,Africa/Maputo
TA00522,1,Senanga Met,-16.11124322,23.29772399,1011.8,2.0,Africa/Maputo
TA00523,1,Mutomena VAG,-16.73352,23.10015,993.0,2.0,Africa/Maputo
TA00524,1,"Agron UI, Ibadan",7.454569,3.892934,195.3,2.0,Africa/Lagos
TA00525,1,"Geog Fubk, Kebbi",12.332172,4.156528,214.0,2.0,Africa/Lagos
TA00526,1,"Geog-OAU, Ile-Ife",7.504441,4.528495,260.0,2.0,Africa/Lagos
TA00527,1,"Geog-UNiJOS, Jos",9.967314,8.880703,1140.2,2.0,Africa/Lagos
TA00528,1,"Wam-Funaab, Abeokuta",7.231715,3.434353,147.0,2.0,Africa/Lagos
TA00530,1,Silolo,-17.38330405,24.16730558,961.4,2.0,Africa/Maputo
TA00531,1,Mbala VAG,-17.57428447,23.39142899,968.0,2.0,Africa/Maputo
TA00532,1,Kalobolelwa,-17.0239087,23.9863855,960.0,2.0,Africa/Maputo
TA00533,1,Sesheke,-17.478749,24.301371,944.4,2.0,Africa/Maputo
TA00534,1,Sioma,-16.60595932,23.50083447,1020.7,2.0,Africa/Maputo
TA00535,1,Nangweshi,-16.3998338,23.323368,1023.3,2.0,Africa/Maputo
TA00536,1,Mutemwa,-17.1514272,24.0565553,998.0,2.0,Africa/Maputo
TA00537,1,Silumbu,-16.9222237,23.8728117,971.5,2.0,Africa/Maputo
TA00538,1,"Geog-UNILAG, Lagos",6.518634,3.393759,11.0,2.0,Africa/Lagos
TA00539,1,"Geog-UNILORIN, Ilorin",8.487213,4.6751,378.0,2.0,Africa/Lagos
TA00541,1,Chiware-Nyimba,-14.696342,30.766627,817.0,2.0,Africa/Maputo
